song_id,comment_n,comment_len,comment_len_mean,comment_len_stdev,words_clean_unique_n,words_clean_total_n,bsm_n_words,bsm_v_mean,bsm_v_std,bsm_a_mean,bsm_a_std,bsm_d_mean,bsm_d_std,emo_n_words,emo_v_total,emo_v_mean,emo_v_std,emo_a_total,emo_a_mean,emo_a_std,emo_d_total,emo_d_mean,emo_d_std,aff_n_words,aff_anger,aff_fear,aff_sadness,aff_joy,aff_anger_wt,aff_fear_wt,aff_sadness_wt,aff_joy_wt,lex_n_words,lex_joy,lex_trust,lex_anticipation,lex_surprise,lex_positive,lex_negative,lex_sadness,lex_fear,lex_disgust,hssent_n_words,hssent_uniq_avg,hssent_uniq_std,hssent_dupl_avg,anew_n_words,anew_v_total,anew_v_mean,anew_v_std,anew_a_total,anew_a_mean,anew_a_std,anew_d_total,anew_d_mean,anew_d_std,mpqa_n_words,mpqa_pos,mpqa_neu,mpqa_neg,song_valence,song_arousal
2658,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,1.541257,1.704165,
1186,79.000000,1809.000000,22.898734,49.012451,580,1019,347.000000,5.904079,1.663397,4.148317,2.380444,5.625984,2.128651,369.000000,0.592601,0.455143,0.500411,0.569238,0.227965,0.461659,0.178564,0.497252,0.175212,107.000000,0.383905,0.447567,0.313925,0.503418,0.084419,0.070298,0.065743,0.208220,269.000000,0.109980,0.097760,0.120163,0.085540,0.177189,0.158859,0.071283,0.054990,0.048880,748.000000,0.107857,1.154144,0.171121,347.000000,5.904079,4.148317,5.625984,5.685014,1.274064,4.159597,0.884286,5.504207,0.912722,155.000000,0.468750,0.226562,0.304688,0.815393,0.662457,
1402,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.400403,1.538229,
1743,69.000000,3289.000000,47.666667,68.249686,766,1862,475.000000,5.914159,1.634560,4.214799,2.352972,5.707045,2.077635,522.000000,0.601470,0.455262,0.510873,0.596722,0.218208,0.466728,0.172515,0.531833,0.172886,168.000000,0.395640,0.464829,0.287878,0.493485,0.051382,0.084514,0.073278,0.214057,421.000000,0.128049,0.121951,0.120935,0.053862,0.204268,0.127033,0.090447,0.070122,0.033537,1085.000000,0.229079,1.154362,0.287693,475.000000,5.914159,4.214799,5.707045,5.714463,1.272036,4.112779,0.905560,5.637684,0.914364,237.000000,0.455986,0.292254,0.251761,1.178325,1.183311,
777,49.000000,1635.000000,33.367347,130.441509,630,1120,352.000000,5.948146,1.659548,4.160062,2.365654,5.718598,2.155125,377.000000,0.616802,0.464417,0.527384,0.615716,0.201607,0.475748,0.172796,0.539719,0.175871,91.000000,0.468294,0.429500,0.377450,0.490534,0.056864,0.092036,0.053921,0.255779,291.000000,0.112613,0.146396,0.162162,0.081081,0.250000,0.092342,0.038288,0.058559,0.020270,820.000000,0.363935,1.230053,0.381680,352.000000,5.948146,4.160062,5.718598,5.833494,1.169671,4.167216,0.957675,5.706676,0.869275,142.000000,0.540541,0.225225,0.234234,-0.654891,-0.220690,
1895,1.000000,39.000000,39.000000,0.000000,18,18,11.000000,6.166364,1.584545,4.059091,2.291818,6.000000,1.920909,12.000000,0.664083,0.468167,0.541333,0.664083,0.117780,0.468167,0.124939,0.541333,0.108042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,22.000000,-0.229273,1.329186,-0.229273,11.000000,6.166364,4.059091,6.000000,6.166364,0.886050,4.059091,0.884607,6.000000,0.563507,4.000000,0.250000,0.750000,0.000000,0.815393,0.662457,
930,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,1.541257,1.704165,
1948,4.000000,137.000000,34.250000,18.553975,61,76,44.000000,5.867241,1.759310,4.331552,2.368621,5.759828,2.091379,46.000000,0.616683,0.456317,0.519833,0.595261,0.265056,0.486174,0.182488,0.523935,0.142639,17.000000,0.584750,0.476500,0.410000,0.481875,0.129944,0.052944,0.091111,0.214167,42.000000,0.113208,0.150943,0.113208,0.075472,0.188679,0.094340,0.075472,0.037736,0.075472,96.000000,0.210479,1.092209,0.223139,44.000000,5.867241,4.331552,5.759828,5.776818,1.474318,4.438636,0.971880,5.623409,0.932636,24.000000,0.357143,0.428571,0.214286,-1.935250,-0.655810,
1031,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.815393,0.662457,
1556,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.071901,0.846830,
2623,25.000000,349.000000,13.960000,10.702336,160,202,95.000000,6.067288,1.627203,4.082458,2.332627,5.743983,2.140339,101.000000,0.656016,0.453411,0.531573,0.656386,0.184793,0.462733,0.156562,0.533881,0.157702,25.000000,0.420667,0.320286,0.416333,0.592333,0.050480,0.089680,0.049960,0.284320,73.000000,0.115385,0.102564,0.128205,0.089744,0.307692,0.076923,0.038462,0.076923,0.025641,235.000000,0.155881,1.269136,0.139139,95.000000,6.067288,4.082458,5.743983,6.102842,1.055324,4.116421,0.813211,5.806421,0.689961,40.000000,0.490196,0.411765,0.098039,1.071901,0.846830,
2649,2.000000,335.000000,167.500000,202.939646,157,217,94.000000,5.763817,1.659695,4.269466,2.368473,5.683817,2.203053,101.000000,0.589246,0.468587,0.533826,0.591871,0.203631,0.479426,0.187781,0.538891,0.162404,38.000000,0.564667,0.497818,0.378667,0.507769,0.130308,0.140410,0.058256,0.169256,94.000000,0.086538,0.125000,0.115385,0.076923,0.192308,0.115385,0.057692,0.105769,0.038462,221.000000,0.275846,1.283837,0.447259,94.000000,5.763817,4.269466,5.683817,5.674468,1.245565,4.199255,0.969863,5.667660,0.874770,25.000000,0.461538,0.153846,0.384615,0.373325,-0.923151,
446,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.916359,-0.176440,
1723,28.000000,1431.000000,51.107143,152.293172,466,832,306.000000,5.979748,1.629982,4.205387,2.382018,5.633063,2.175712,323.000000,0.624136,0.454230,0.519312,0.592542,0.207609,0.451867,0.178468,0.512248,0.156992,88.000000,0.644235,0.508250,0.441351,0.479523,0.074503,0.096810,0.111088,0.212034,208.000000,0.127424,0.130194,0.108033,0.052632,0.243767,0.105263,0.085873,0.066482,0.033241,701.000000,0.215763,1.211970,0.304107,306.000000,5.979748,4.205387,5.633063,5.751797,1.276963,4.119771,0.911140,5.563137,0.875516,104.000000,0.503030,0.200000,0.296970,-1.504098,0.054026,
122,66.000000,2805.000000,42.500000,112.076107,681,1516,437.000000,5.939524,1.646401,4.257094,2.359173,5.679617,2.088821,471.000000,0.617186,0.472573,0.527646,0.579788,0.231901,0.481104,0.178521,0.528909,0.174300,150.000000,0.430044,0.400435,0.405304,0.558181,0.070116,0.066739,0.101326,0.234598,416.000000,0.119190,0.112038,0.157330,0.065554,0.230036,0.107271,0.073897,0.050060,0.032181,971.000000,0.209752,1.304005,0.298888,437.000000,5.939524,4.257094,5.679617,5.613410,1.299865,4.248284,0.935598,5.580526,0.884813,229.000000,0.477477,0.288288,0.234234,-0.061466,-0.714195,
2029,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,0.815393,0.662457,
53,14.000000,686.000000,49.000000,43.838866,286,416,176.000000,6.087720,1.633400,4.091680,2.361440,5.762280,2.133680,188.000000,0.634379,0.448117,0.526856,0.616713,0.206252,0.455277,0.166221,0.530521,0.152274,49.000000,0.354333,0.431111,0.302333,0.533528,0.016873,0.061587,0.071984,0.304873,142.000000,0.129730,0.145946,0.135135,0.081081,0.270270,0.102703,0.064865,0.043243,0.010811,412.000000,0.369274,1.206073,0.367484,176.000000,6.087720,4.091680,5.762280,5.933182,1.136444,4.076023,0.879031,5.687159,0.825511,74.000000,0.495413,0.311927,0.192661,-1.587781,-0.400760,
2493,2.000000,1519.000000,759.500000,1061.367279,634,1010,379.000000,5.520719,1.649121,4.216773,2.358834,5.462141,2.155942,424.000000,0.569918,0.480799,0.521076,0.566967,0.215430,0.464514,0.178513,0.525934,0.170902,144.000000,0.506529,0.601231,0.576986,0.415792,0.068888,0.156320,0.170788,0.128064,368.000000,0.071918,0.109589,0.101027,0.032534,0.176370,0.172945,0.121575,0.111301,0.044521,748.000000,0.248385,1.282462,0.267513,379.000000,5.520719,4.216773,5.462141,5.455119,1.219208,4.085303,0.871842,5.462005,0.895526,131.000000,0.348571,0.194286,0.457143,-1.033377,-0.134956,
593,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.541257,1.704165,
2716,57.000000,1348.000000,23.649123,27.898087,444,841,256.000000,5.904606,1.647386,4.246992,2.385726,5.692407,2.109149,272.000000,0.595742,0.462544,0.517502,0.573482,0.219189,0.471379,0.178458,0.519897,0.172440,73.000000,0.396500,0.452526,0.408452,0.537311,0.059179,0.128328,0.094493,0.180440,205.000000,0.094851,0.097561,0.130081,0.070461,0.195122,0.149051,0.084011,0.089431,0.035230,613.000000,0.296455,1.232445,0.345033,256.000000,5.904606,4.246992,5.692407,5.700859,1.204530,4.210586,0.874075,5.590937,0.899215,118.000000,0.437209,0.293023,0.269767,-0.341624,-0.093472,
650,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.431674,0.095510,
1640,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.815393,0.662457,
972,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.663623,0.459647,
1462,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,-1.392216,0.634801,
3290,75.000000,3506.000000,46.746667,55.163906,639,1782,414.000000,5.914020,1.662646,4.138142,2.386735,5.681340,2.109618,457.000000,0.612759,0.447724,0.507797,0.603840,0.222566,0.460554,0.174558,0.529705,0.178038,149.000000,0.427743,0.418156,0.442410,0.522815,0.063706,0.068506,0.126134,0.210238,356.000000,0.100000,0.112621,0.105825,0.080583,0.178641,0.123301,0.098058,0.068932,0.064078,949.000000,0.285064,1.288641,0.337240,414.000000,5.914020,4.138142,5.681340,5.781739,1.307596,4.153744,0.857144,5.642343,0.946841,227.000000,0.474576,0.238829,0.286595,-1.122064,-0.379250,
2794,9.000000,248.000000,27.555556,48.329885,118,141,84.000000,6.092574,1.610000,4.202772,2.385050,5.628515,2.151386,87.000000,0.629163,0.463606,0.511663,0.616448,0.236866,0.454920,0.192885,0.504690,0.164091,41.000000,0.681250,0.429400,0.510727,0.612125,0.055612,0.087633,0.114653,0.299816,82.000000,0.170000,0.100000,0.110000,0.050000,0.220000,0.090000,0.090000,0.080000,0.050000,194.000000,0.450515,1.384230,0.476323,84.000000,6.092574,4.202772,5.628515,6.002738,1.402885,4.157500,1.005930,5.607976,0.930325,43.000000,0.566038,0.207547,0.226415,-0.740030,0.215353,
1035,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.541257,1.704165,
348,1.000000,3.000000,3.000000,0.000000,2,2,2.000000,5.085000,1.625000,3.675000,2.450000,4.510000,2.350000,2.000000,0.339000,0.332500,0.380500,0.339000,0.199404,0.332500,0.023335,0.380500,0.116673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.197667,0.258748,0.197667,2.000000,5.085000,3.675000,4.510000,5.085000,0.502046,3.675000,0.388909,4.510000,0.141421,0.000000,0.000000,0.000000,0.000000,0.815393,0.662457,
2054,33.000000,1543.000000,46.757576,43.626992,444,919,298.000000,5.922650,1.676163,4.296699,2.415350,5.584000,2.164846,314.000000,0.616850,0.463944,0.522453,0.604223,0.240869,0.479455,0.183174,0.524666,0.178786,120.000000,0.417885,0.499940,0.376350,0.564565,0.045271,0.104154,0.062725,0.291692,300.000000,0.146154,0.101923,0.115385,0.071154,0.203846,0.121154,0.073077,0.076923,0.040385,657.000000,0.361572,1.360645,0.445992,298.000000,5.922650,4.296699,5.584000,5.801678,1.405209,4.277785,0.974817,5.559664,0.937166,143.000000,0.491289,0.219512,0.289199,-0.780962,-0.789480,
2773,3.000000,647.000000,215.666667,361.421269,253,411,149.000000,6.019876,1.674298,4.126446,2.366488,5.758099,2.130455,161.000000,0.636457,0.466619,0.539651,0.626596,0.192204,0.461379,0.170318,0.547559,0.158154,42.000000,0.470909,0.443071,0.313857,0.520706,0.070959,0.084973,0.060192,0.242521,115.000000,0.123077,0.117949,0.102564,0.066667,0.271795,0.092308,0.066667,0.071795,0.030769,343.000000,0.359633,1.161509,0.403937,149.000000,6.019876,4.126446,5.758099,5.940403,1.106407,4.113020,0.885351,5.732282,0.794338,39.000000,0.481481,0.296296,0.203704,0.815393,0.662457,
740,40.000000,3441.000000,86.025000,294.859766,673,2139,401.000000,6.015109,1.620954,4.208137,2.420556,5.690563,2.128603,437.000000,0.632264,0.460836,0.542334,0.609311,0.207115,0.468966,0.176212,0.539851,0.174179,115.000000,0.499000,0.433436,0.444634,0.523580,0.061653,0.092042,0.070386,0.264822,324.000000,0.110458,0.138660,0.128085,0.072855,0.252644,0.118684,0.045828,0.063455,0.031727,891.000000,0.217442,1.135550,0.325151,401.000000,6.015109,4.208137,5.690563,5.787930,1.208077,4.114414,0.942088,5.661471,0.886305,151.000000,0.532164,0.233918,0.233918,0.682591,0.754644,
2665,3.000000,48.000000,16.000000,18.734994,32,32,19.000000,6.124211,1.605263,4.070526,2.286842,5.794211,2.105789,19.000000,0.668842,0.462316,0.581789,0.668842,0.212139,0.462316,0.186045,0.581789,0.165687,4.000000,0.667000,0.000000,0.000000,0.608000,0.166750,0.000000,0.000000,0.456000,13.000000,0.153846,0.230769,0.000000,0.000000,0.461538,0.076923,0.000000,0.000000,0.000000,38.000000,0.805632,1.256542,0.805632,19.000000,6.124211,4.070526,5.794211,6.124211,0.975673,4.070526,0.980201,5.794211,0.694913,9.000000,0.444444,0.444444,0.111111,1.541257,1.704165,
1254,1.000000,1.000000,1.000000,0.000000,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.032000,nan,-0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373325,-0.923151,
2067,116.000000,5150.000000,44.396552,55.328879,1281,3142,743.000000,5.972528,1.633935,4.158121,2.367322,5.696957,2.129136,826.000000,0.614767,0.451563,0.524941,0.597500,0.215268,0.466312,0.180804,0.533432,0.171226,277.000000,0.484984,0.429876,0.423172,0.557555,0.058048,0.093776,0.094764,0.244334,689.000000,0.111744,0.111744,0.142349,0.060498,0.219929,0.133096,0.065480,0.074733,0.036299,1665.000000,0.252236,1.313684,0.276347,743.000000,5.972528,4.158121,5.696957,5.692651,1.232658,4.147133,0.905830,5.576218,0.880067,330.000000,0.493491,0.269822,0.236686,-0.949239,-0.353131,
2055,34.000000,1421.000000,41.794118,87.323772,520,874,314.000000,5.962224,1.627461,4.131121,2.381996,5.723608,2.090701,340.000000,0.619296,0.459028,0.514248,0.609432,0.204894,0.468574,0.166120,0.521491,0.163353,93.000000,0.484462,0.393211,0.311710,0.490864,0.048822,0.057915,0.074907,0.251140,237.000000,0.138728,0.118497,0.141618,0.057803,0.254335,0.112717,0.066474,0.054913,0.017341,720.000000,0.180675,1.210106,0.263481,314.000000,5.962224,4.131121,5.723608,5.822229,1.146173,4.132580,0.840994,5.708025,0.838932,122.000000,0.456311,0.286408,0.257282,1.110105,-0.314720,
589,35.000000,922.000000,26.342857,32.490671,309,505,170.000000,5.764478,1.651279,4.323199,2.346431,5.692997,2.180909,186.000000,0.608210,0.474422,0.538171,0.586048,0.232618,0.488731,0.173997,0.536694,0.177284,57.000000,0.370560,0.419556,0.343429,0.531610,0.088229,0.071924,0.068686,0.207581,169.000000,0.111111,0.104167,0.121528,0.076389,0.215278,0.131944,0.062500,0.059028,0.031250,455.000000,0.065007,1.278094,0.117526,170.000000,5.764478,4.323199,5.692997,5.574882,1.363922,4.300176,0.961555,5.585471,0.916607,96.000000,0.451220,0.274390,0.268293,-1.678742,0.908288,
755,44.000000,749.000000,17.022727,18.665337,279,438,182.000000,5.990036,1.639353,4.113381,2.337554,5.661475,2.137986,195.000000,0.619007,0.455651,0.508243,0.611831,0.221216,0.468144,0.181932,0.514923,0.175582,58.000000,0.557846,0.458786,0.541750,0.576684,0.099342,0.087986,0.059370,0.300192,154.000000,0.133641,0.138249,0.152074,0.059908,0.207373,0.101382,0.032258,0.059908,0.055300,417.000000,0.294417,1.386470,0.353065,182.000000,5.990036,4.113381,5.661475,5.855110,1.297642,4.139231,0.952252,5.592473,0.872673,88.000000,0.503759,0.308271,0.187970,-1.004725,0.869877,
1356,10.000000,171.000000,17.100000,17.672640,78,95,49.000000,6.074833,1.638333,4.179333,2.385667,5.862667,2.110333,53.000000,0.629785,0.454446,0.511477,0.623925,0.207562,0.456830,0.157641,0.515660,0.138358,10.000000,0.402500,0.565667,0.516000,0.545250,0.080500,0.169700,0.051600,0.218100,28.000000,0.071429,0.107143,0.142857,0.107143,0.178571,0.178571,0.035714,0.071429,0.035714,133.000000,0.143143,1.479818,0.142006,49.000000,6.074833,4.179333,5.862667,6.042449,1.126861,4.118571,0.810589,5.870000,0.706688,17.000000,0.500000,0.222222,0.277778,-1.935250,-0.655810,
